	6AMay	3CJuly	6DMay	8CMay	8CJuly	6CMay	6AJuly	6DJuly	3AJuly	8BJuly	8BMay	3CMay	3BJuly	8AJuly	8AMay	3AMay	6CJuly	3BMay	0CJuly	0CMay	0AJuly	1DJuly	0BMay	1GMay	0BJuly	0AMay	1FJuly	1FMay	1DMay	1GJuly	taxonomy
denovo871	1.0	3.0	3.0	2.0	3.0	2.0	6.0	1.0	1.0	0.0	12.0	3.0	0.0	0.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__CCM11a; f__; g__; s__"
denovo271	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0	0.0	12.0	5.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__; g__; s__"
denovo363	1.0	0.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	3.0	6.0	0.0	3.0	0.0	4.0	2.0	1.0	2.0	0.0	2.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
denovo521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	12.0	3.0	0.0	8.0	0.0	3.0	4.0	0.0	0.0	4.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__; g__; s__"
denovo642	2.0	2.0	0.0	4.0	4.0	5.0	2.0	0.0	3.0	0.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__"
denovo235	1.0	0.0	3.0	13.0	4.0	1.0	3.0	2.0	0.0	1.0	12.0	1.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
denovo679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	9.0	11.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	1.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Hahellaceae; g__Hahella; s__"
denovo179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	6.0	1.0	5.0	5.0	2.0	3.0	4.0	0.0	7.0	2.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
denovo236	2.0	1.0	0.0	6.0	8.0	0.0	10.0	1.0	0.0	2.0	10.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
denovo435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	5.0	7.0	0.0	2.0	1.0	2.0	11.0	2.0	"k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__"
denovo835	2.0	2.0	4.0	0.0	1.0	3.0	2.0	0.0	0.0	6.0	8.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
denovo483	2.0	2.0	0.0	0.0	0.0	1.0	5.0	1.0	3.0	0.0	2.0	7.0	0.0	0.0	1.0	0.0	0.0	6.0	3.0	2.0	1.0	1.0	4.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__; g__; s__"
denovo851	4.0	0.0	9.0	0.0	3.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	4.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	3.0	0.0	0.0	2.0	1.0	1.0	4.0	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__Methylotenera; s__mobilis"
denovo136	4.0	0.0	8.0	6.0	4.0	3.0	8.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
denovo1026	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	9.0	0.0	0.0	2.0	2.0	11.0	16.0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__"
denovo1273	2.0	4.0	3.0	3.0	2.0	3.0	0.0	1.0	0.0	0.0	2.0	6.0	0.0	4.0	4.0	2.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	"k__Bacteria; p__NKB19; c__; o__; f__; g__; s__"
denovo878	1.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.0	1.0	2.0	1.0	0.0	3.0	1.0	0.0	7.0	4.0	7.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
denovo204	7.0	2.0	2.0	3.0	4.0	3.0	8.0	2.0	1.0	4.0	4.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
denovo428	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	4.0	8.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
denovo606	1.0	11.0	2.0	2.0	1.0	0.0	2.0	1.0	2.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	2.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__"
denovo1386	3.0	0.0	3.0	2.0	3.0	1.0	2.0	1.0	2.0	4.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0	4.0	6.0	0.0	1.0	1.0	3.0	0.0	1.0	0.0	1.0	0.0	"k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__"
denovo1042	5.0	0.0	1.0	5.0	3.0	5.0	4.0	1.0	1.0	0.0	9.0	0.0	0.0	2.0	4.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__"
denovo490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	14.0	11.0	0.0	5.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
denovo559	9.0	0.0	6.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	3.0	2.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
denovo372	9.0	1.0	2.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	5.0	0.0	1.0	5.0	5.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__; g__; s__"
denovo284	10.0	0.0	4.0	1.0	1.0	6.0	2.0	0.0	0.0	5.0	2.0	0.0	0.0	10.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__[Marinicellales]; f__[Marinicellaceae]; g__; s__"
denovo833	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	1.0	0.0	5.0	3.0	0.0	3.0	5.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Planctomycetes; c__OM190; o__CL500-15; f__; g__; s__"
denovo2064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	3.0	10.0	1.0	4.0	0.0	7.0	3.0	1.0	0.0	1.0	1.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__"
denovo796	1.0	0.0	2.0	6.0	5.0	3.0	8.0	1.0	0.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae"
denovo395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	7.0	0.0	0.0	5.0	10.0	10.0	5.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
denovo399	3.0	0.0	9.0	2.0	6.0	3.0	3.0	3.0	0.0	0.0	10.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
denovo718	3.0	0.0	5.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	3.0	8.0	4.0	1.0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
denovo354	0.0	0.0	0.0	2.0	5.0	1.0	7.0	0.0	1.0	1.0	3.0	0.0	3.0	6.0	4.0	3.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
denovo1752	1.0	4.0	2.0	4.0	1.0	1.0	3.0	4.0	1.0	1.0	1.0	5.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	2.0	1.0	2.0	0.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
denovo858	3.0	4.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	3.0	7.0	0.0	1.0	1.0	3.0	1.0	5.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
denovo518	3.0	6.0	0.0	4.0	3.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0	4.0	4.0	5.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__JTB38; g__; s__"
denovo181	0.0	3.0	0.0	8.0	18.0	1.0	4.0	2.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__"
denovo499	2.0	1.0	1.0	1.0	0.0	2.0	6.0	0.0	10.0	0.0	0.0	2.0	4.0	1.0	2.0	6.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae"
denovo1807	3.0	0.0	1.0	1.0	1.0	3.0	2.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	4.0	3.0	1.0	1.0	5.0	2.0	5.0	0.0	0.0	3.0	0.0	"k__Bacteria; p__Planctomycetes; c__OM190; o__CL500-15; f__; g__; s__"
denovo936	3.0	5.0	0.0	2.0	3.0	1.0	0.0	1.0	5.0	0.0	2.0	1.0	4.0	0.0	1.0	6.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Ectothiorhodospiraceae; g__; s__"
denovo1792	2.0	2.0	2.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	2.0	2.0	0.0	4.0	0.0	1.0	2.0	2.0	6.0	2.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
denovo1592	5.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	3.0	4.0	3.0	2.0	0.0	2.0	4.0	0.0	0.0	4.0	3.0	2.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
denovo344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	10.0	8.0	0.0	1.0	2.0	8.0	4.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
denovo1735	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	1.0	4.0	3.0	0.0	1.0	6.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
denovo482	2.0	0.0	1.0	4.0	4.0	2.0	0.0	0.0	0.0	0.0	3.0	4.0	1.0	1.0	4.0	0.0	1.0	0.0	1.0	0.0	6.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	1.0	2.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Owenweeksia"
denovo462	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	18.0	7.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__"
denovo311	0.0	6.0	1.0	1.0	1.0	3.0	3.0	0.0	2.0	1.0	1.0	6.0	3.0	0.0	2.0	4.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	"k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__Rhodothermaceae; g__; s__"
denovo160	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	9.0	5.0	2.0	1.0	2.0	0.0	1.0	5.0	0.0	4.0	1.0	0.0	"k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__"
denovo751	1.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	14.0	5.0	5.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__DRC31; f__; g__; s__"
denovo552	2.0	1.0	12.0	0.0	3.0	6.0	1.0	0.0	0.0	2.0	5.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__"
denovo591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	3.0	8.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__"
denovo341	0.0	0.0	1.0	0.0	7.0	1.0	1.0	10.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	5.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas"
denovo273	1.0	0.0	2.0	5.0	3.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	2.0	3.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	4.0	2.0	0.0	"k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__Rhodothermaceae; g__; s__"
denovo246	1.0	0.0	0.0	3.0	8.0	0.0	0.0	3.0	0.0	8.0	4.0	0.0	0.0	8.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__"
denovo723	4.0	1.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	1.0	7.0	1.0	2.0	4.0	1.0	1.0	4.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
denovo476	1.0	0.0	4.0	4.0	3.0	4.0	2.0	0.0	2.0	6.0	3.0	0.0	0.0	1.0	1.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__DRC31; f__; g__; s__"
denovo622	1.0	0.0	2.0	2.0	4.0	4.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	3.0	1.0	5.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	"k__Bacteria; p__Planctomycetes; c__OM190; o__CL500-15; f__; g__; s__"
denovo347	1.0	1.0	0.0	2.0	6.0	2.0	1.0	0.0	0.0	1.0	0.0	9.0	0.0	5.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
denovo370	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	5.0	3.0	2.0	3.0	0.0	4.0	2.0	1.0	0.0	3.0	4.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__; s__"
denovo421	0.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	24.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__"
denovo383	2.0	1.0	8.0	1.0	1.0	7.0	5.0	0.0	0.0	2.0	5.0	0.0	0.0	2.0	1.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__; f__; g__; s__"
denovo406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	5.0	8.0	10.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae"
denovo201	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	5.0	6.0	2.0	4.0	4.0	0.0	4.0	1.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Verrucomicrobium; s__"
denovo422	4.0	0.0	1.0	4.0	2.0	0.0	5.0	1.0	1.0	1.0	2.0	0.0	2.0	4.0	2.0	1.0	0.0	2.0	3.0	1.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__koll13; g__; s__"
denovo191	0.0	0.0	0.0	3.0	5.0	1.0	6.0	3.0	1.0	2.0	7.0	0.0	1.0	4.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	"k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__"
denovo279	1.0	0.0	2.0	3.0	4.0	5.0	0.0	0.0	1.0	0.0	8.0	0.0	2.0	1.0	8.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	"k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__Rhodothermaceae; g__; s__"
denovo761	5.0	0.0	1.0	0.0	1.0	3.0	2.0	0.0	3.0	0.0	6.0	9.0	1.0	0.0	0.0	1.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
denovo625	8.0	0.0	1.0	1.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	1.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	4.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__; s__"
denovo1299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	10.0	7.0	0.0	5.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
denovo714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	11.0	5.0	0.0	9.0	1.0	3.0	7.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__"
denovo983	4.0	0.0	8.0	5.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	0.0	3.0	2.0	0.0	0.0	2.0	1.0	3.0	"k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__"
denovo1769	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	3.0	3.0	0.0	1.0	2.0	6.0	0.0	1.0	5.0	2.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
denovo1470	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	2.0	4.0	5.0	3.0	0.0	5.0	2.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
denovo377	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	3.0	10.0	0.0	1.0	0.0	5.0	2.0	0.0	0.0	0.0	1.0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
denovo188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	6.0	0.0	2.0	2.0	3.0	4.0	2.0	7.0	0.0	4.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
denovo478	4.0	0.0	6.0	1.0	1.0	7.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	2.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__Hyphomonas; s__"
